序号,中标公告唯一标识,标段名称,标段编号,中标公告发布时间,中标单位,中标单位代码,中标价,项目负责人,工期,质量承诺,项目名称,中标时间,标段所在行政区域代码,费率或其它类型结果,交易平台名称,投诉情况,回复情况,行政监督机构名称,专家姓名,交易平台标识码,,
2443,fbd59fcb-9895-43af-9822-4ca03996da98,宁海县越溪二桥及接线工程勘察设计,B33022603000002900015-1,00:00.0,宁波市交通规划设计研究院有限公司,91330212419532356D,3609900,陈孟冲,0,勘察设计文件要求达到国家技术规范、标准及规程要求的勘察设计深度,宁海县越溪二桥及接线工程勘察设计,17:40.0,330226,,宁海县公共资源交易中心,,,宁海县公共资源交易管理办公室,,A3302260300,,
2444,4567aa7f-6d54-42ae-93c0-d1d8bd7354ce,庆元县毛垟溪、梅溪流域综合治理（二期）工程,A3311011160012124001001,29:53.0,丽水三合工程园林建设有限公司,91331100551761738A,9219672,曾秀云,0,合格,庆元县毛垟溪、梅溪流域综合治理（二期）工程,29:53.0,331126,,庆元县公共资源交易中心,,,丽水市行政审批服务管理办公室,,A3311261230,,
2445,93e86708-c19c-47cb-920e-58a2a81c5f7b,子包一,D3302010000006361001001,07:15.0,无锡康宇水处理设备有限公司,91320282776888596T,1116000,姚工,0,-,海曙区中高层住宅二次供水及其他区域零星设施改造工程加压设备采购项目（第一批）,00:00.0,330201,,宁波市公共资源交易中心,,,其他（非监管中心监管项目）,,A3302010220,,
2446,ef2931a2-339a-4803-a7df-98cb74e34a23,丽水市体育中心服务大提升工程000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,A3311011160006024001001,55:50.0,浙江利鑫建设有限公司,91331127MA2A0E8RX9,24161501,叶伟,150,1,丽水市体育中心服务大提升工程,55:50.0,331101,,丽水市公共资源交易中心,,,丽水市行政审批服务管理办公室,,A3311011160,,
2447,131e19e4-483f-46aa-aa79-ccff07374ea0,宁波市妇女活动中心建设项目（设计）,E3302010000006437001001,52:25.0,宁波市城建设计研究院有限公司,91330203419534466H,1620000,徐工,0,按国家技术规范、标准及规程，达到设计任务书要求的设计深度。,宁波市妇女活动中心建设项目（设计）,00:00.0,330201,,宁波市公共资源交易中心,,,市发展和改革委员会,,A3302010220,,
2448,09270002-49a2-463f-84c0-3aa185f6b73d,德清县公安局水上派出所及乾元交警中队业务技术用房项目,A3305210680110462001001,59:19.0,高荣琪青建设集团有限公司,91330521147109801E,22636336,徐列,720,合格,德清县公安局水上派出所及乾元交警中队业务技术用房项目,00:00.0,331001,,德清县公共资源交易中心,,,公共资源交易管理办公室,,A3305210680,,
2449,c953576e-aa92-44b4-8f50-42ea9c44fc7c,甬台温高速公路（G15沈阳至海口国家高速公路）改扩建工程三门麻岙岭至临海青岭段土地勘测定界第KCDJ-01标段,A3310011060002482001001,09:20.0,浙江省自然资源征收中心,12330000470041229L,2720000,高卫贞,180,符合行业及国家相关标准,甬台温高速公路（G15沈阳至海口国家高速公路）改扩建工程,38:00.0,331001,,台州市公共资源交易中心,,,台州市交通运输局,,A3310011060,,
2450,a832bc93-a75e-424f-80b6-a86371ee8294,宁海县茶院乡2019年高标准农田建设项目-东南溪村和升龙村,B33022603000002060016-1,20:00.0,宁波仁峰生态建设有限公司,91330211098244539W,4172196,陈云,0,合格,宁海县茶院乡2019年高标准农田建设项目-东南溪村和升龙村,51:16.0,330226,,宁海县公共资源交易中心,,,宁海县公共资源交易管理办公室,,A3302260300,,
2451,3341293c-0eb1-401b-9a2b-919c6d590722,桐庐县城北派出所建设工程（室内装修工程）,A3301220150504741001291,00:00.0,浙江凱源市政园林建设有限公司,91330122143645500A,5451735,俞金权,0,无,桐庐县城北派出所建设工程（室内装修工程）,27:57.0,330122,,杭州市公共资源交易中心桐庐分中心,,,桐庐县住房和城乡建设局,,A3301220150,,
2452,a5d91e0f-bdf5-4a69-9924-b957a0ba94be,春月杭宁府,A3301010060300465001001,01:00.0,宁波荣安物业服务有限公司,9133021272040234X6,1974400,无,0,无,春月杭宁府,18:15.0,330101,,杭州市公共资源交易中心,,,杭州市住房保障和房产管理局物业监管处,,A3301010060,,
2453,e909a7bd-5472-41ee-9a7a-47806ca84cdd,瑞安智汇机械年产3000台智能机械装备产业化项目（瑞安经济开发区滨海三单元（0577-RA-BH-13）07-23、07-31、05-10、06-05地块）岩土勘察,A3303810530000886_01000,27:02.0,浙江省工程勘察设计院集团有限公司,91330200144055799J,1200600,陈庆华,365,合格,瑞安智汇机械年产3000台智能机械装备产业化项目（瑞安经济开发区滨海三单元（0577-RA-BH-13）07-23、07-31、05-10、06-05地块）岩土勘察,27:02.0,330381,,瑞安市公共资源交易中心,,,瑞安市公共资源交易中心,,A3303810530,,
2454,e7ec9baa-05d3-44bb-9beb-bb107b484ebe,所前镇城南村城中村改造安置房配套项目高桥路（南五路-03省道段）,A3301090130501301001221,00:00.0,福建开天建设有限公司,91350124665092333B,4111660,黄宝生,0,无,所前镇城南村城中村改造安置房配套项目高桥路（南五路-03省道段）,50:37.0,330109,,杭州市公共资源交易中心萧山分中心,,,杭州市萧山区建设工程招标投标管理办公室,,A3301090130,,
2455,aa7e4c90-e2e3-4de1-a8ef-085bff4bbd44,上塘至大若岩通景道路建设工程（永嘉县大若岩至上塘公路工程）第SG01标段,A3303010410000445001002,14:55.0,浙江交工集团股份有限公司,91330000712561789G,964478666.6,,0,无,上塘至大若岩通景道路建设工程（永嘉县大若岩至上塘公路工程）第SG01标段,14:55.0,330301,1,温州市公共资源交易平台,,,浙江省·温州市·市辖区,,A3303010410,,
2456,48ed20f2-bdcf-40ed-a92b-8f1f4b1a44be,台州市委党校迁建工程（室外配套）,E3310011234000073009001,12:45.0,浙江新禾景观工程有限公司,91330800731491528P,63473901,张舒连,160,符合要求,台州市委党校迁建工程,42:50.0,331001,,台州市公共资源交易中心,,,台州市发展和改革委员会,,A3310011060,,
2457,a57a605f-8e65-4c98-b7c3-a81697a2699d,义乌市大陈镇九都溪(楂林一村段)河道治理工程,YW20210127001-S00100000,00:15.0,浙江盘城环境建设有限公司,9.13307E+17,0,孙荐,365,合格,义乌市大陈镇九都溪(楂林一村段)河道治理工程,00:15.0,330782,9.30%,义乌市公共资源交易中心,,,义乌市·市本级,,A3307820880,,
2458,2015806e-9631-4d51-879c-bef3f21de342,瓶窑镇长命小学异地新建装修工程,A3301100140301061001001,00:00.0,浙江南方建设工程有限公司,91330106668041398B,20401141,岳鸿,0,无,瓶窑镇长命小学异地新建装修工程,01:21.0,330110,,杭州市余杭区公共资源交易中心,,,杭州市余杭区住房和城乡建设局,,A3301100140,,
2459,4a1914ea-cbe4-4c01-ab59-0a1d2b3d83e3,朝晖七区老旧小区综合改造提升工程总承包（EPC）,A3301030080300080001001,00:00.0,浙江华临建设集团有限公司、浙江工业大学工程设计集团有限公司,91330000143060676L,50300507,钱琛,0,无,朝晖七区老旧小区综合改造提升工程总承包（EPC）,49:54.0,330103,,杭州市公共资源交易中心下城分中心,,,杭州市下城区住房和城市建设局招投标管理科,,A3301030080,,
2460,5c744182-bf5c-4940-a715-3a5deb83d6ef,绍兴天然气北十二路调压站及连接线工程(第二阶段）,A3306030730001184001001,21:02.0,中石化第四建设有限公司,9.11201E+17,15980717,刘伟,270,合格,绍兴天然气北十二路调压站及连接线工程(第二阶段）,30:00.0,330603,下浮率,绍兴市柯桥区公共资源交易中心,,,绍兴市柯桥区公共资源交易管理委员会办公室,,A3306030730,,
2461,f32069f7-aa60-463f-82cc-cd5dd525ab33,瑞安市高楼镇马前村精品民宿项目,A3303810530001139_01000,39:19.0,福建纳海建设工程有限公司,91350924MA31L4RQ3K,9743948,黄海,365,合格,瑞安市高楼镇马前村精品民宿项目,39:19.0,330381,,瑞安市公共资源交易中心,,,瑞安市公共资源交易中心,,A3303810530,,
2462,9c749084-a07b-4b9f-b204-c60c8b7918f9,水东公寓北侧支路道路工程00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,A3311011160004104001001,20:35.0,锦鸿建设有限公司,91331122MA2A021605,5916076,叶子均,240,1,水东公寓北侧支路道路工程,20:06.0,331101,,丽水市公共资源交易中心,,,丽水市行政审批服务管理办公室,,A3311011160,,
2463,bed76288-e59b-4660-8d25-a3a850aae458,新社区集聚后宅街道镇中北侧3#地块市政配套及景观绿化工程,YW20211119004-S00100000,53:00.0,浙江利宏建设景观工程有限公司,9.13308E+17,12375282,陈新东,210,符合国家现行施工验收规范合格标准,新社区集聚后宅街道镇中北侧3#地块市政配套及景观绿化工程,53:00.0,330782,,义乌市公共资源交易中心,,,义乌市·市本级,,A3307820880,,
2464,b72532ca-9738-4680-a80f-372801d8c59a,新建国际商务区城市公交停保场项目设计施工总承包（EPC）,A3304010550001207001001,32:20.0,中国美术学院风景建筑设计研究总院有限公司,91330100143104202G,108499766.8,赵远鹏,0,/,新建国际商务区城市公交停保场项目设计施工总承包（EPC）,32:20.0,330403,,嘉兴市公共服务平台,,,新点电子招投标监督平台,,A3304010550,,
2465,65289067-6c62-427a-ade8-896baf32dc97,芝士公园人防地下停车库工程（监理）,E3302010000005897001001,47:29.0,浙江工正工程管理有限公司,91330204144088910G,2002367,胡科,0,-,芝士公园人防地下停车库工程（监理）,30:00.0,330201,,宁波市公共资源交易中心,,,市发展和改革委员会,,A3302010220,,
2466,2bfbbcba-66e6-435a-b01d-ee75e8287910,绍兴市上虞区市场监督管理局崧厦分局办公楼装修工程,A3306820700002316002001,59:32.0,诸暨市滨江园林绿化有限公司,91330681749824554U,1623229,戚鑫侠,0,合格,绍兴市上虞区市场监督管理局崧厦分局办公楼装修工程,59:32.0,330682,,绍兴市上虞区公共资源交易中心,,,绍兴市上虞区便民服务中心(招标投标监督办公室),,A3306040760,,
2467,563a4c9c-fceb-4e45-abfe-2e87a3dff276,,A3310821150002063001001,04:02.0,浙江省建科建筑设计院有限公司,91330000143102565D,38815000,,0,,,04:02.0,331000,0,临海市公共资源交易中心,,,,,A3310821150,,
2468,6790220c-b802-4823-aebe-2203d8bdd42a,,A3310811140000969001001,34:53.0,温岭市园林工程公司,9133108114891540XK,27112422,,0,,,34:53.0,331000,0,温岭市公共资源交易中心,,,,,A3310811140,,
2469,258fb897-583e-4468-add4-40f3887bf7a9,桐乡经济开发区智能视觉物联园区建设项目工程总承包B标,A3304830640000372001002,36:29.0,浙江同安建设有限公司,9.13305E+17,177572072,计学良,0,/,桐乡经济开发区智能视觉物联园区建设项目工程总承包,36:29.0,330483,,桐乡市公共服务平台,,,新点电子招投标监督平台,,A3304830640,,
2470,8db59c60-e0e5-4724-958d-51887451d122,西二环北延工程（明州路—中横线）配套绿化第一标段,E3302820390000206009001,42:32.0,浙江胜诚建设管理有限公司,91330281677663973X,1670420,张琼霞,60,合格,西二环北延工程（明州路-中横线）,07:10.0,330282,,慈溪市公共资源交易管理办公室,,,慈溪市公共资源交易管理办公室,,A3302820390,,
2471,8259400e-0a75-42bf-98c3-dd41276352c7,照明工程（大空间照明系统及泛光照明）,E3300000001000708039001,00:00.0,中筑天佑科技有限公司,9.14406E+17,47189735,林祥军,153,无,杭州萧山国际机场三期项目新建航站楼及陆侧交通中心工程,57:14.0,330000,,浙江省公共资源交易中心,,,浙江省招标投标管理中心,,A3300000020,,
2472,0f367a6d-4171-42e8-9b97-e5950520c7d6,华中路站、紫金港路站物业区机电设备安装及装修工程施工标段,E3300000001000685058001,00:00.0,浙江中天智汇安装工程有限公司,91330000727190589U,71168150,褚海勇,245,无,杭州地铁4号线二期工程,00:57.0,330000,,浙江省公共资源交易中心,,,浙江省招标投标管理中心,,A3300000020,,
2473,c6a250a8-e148-442a-91c9-f2b5fd15139c,嘉兴港区化工园区水生态修复（一期） 工程总承包,A3304010550002171001001,53:30.0,北京国环清华环境工程设计研究院有限公司,9.11101E+17,7260085,薛方勤,0,/,嘉兴港区化工园区水生态修复（一期） 工程总承包,53:30.0,330404,,嘉兴市公共服务平台,,,新点电子招投标监督平台,,A3304010550,,
2474,b2f8f007-70c2-44c1-9495-8d0e064d6288,微电子产业园道路绿化提升工程,A3304010550002174001001,17:04.0,海泰建设有限公司,9.13305E+17,11409057,翁钱平,0,/,微电子产业园道路绿化提升工程,17:04.0,330402,,嘉兴市公共服务平台,,,新点电子招投标监督平台,,A3304010550,,
2475,2a5ba273-63fc-4cde-8575-3ac55afd4975,金昌路（勾阳路-莫干山路）工程,A3301100140301383001001,00:00.0,隆嘉建设集团有限公司,91331021255338046D,52781500,付高杰,0,无,金昌路（勾阳路-莫干山路）工程,37:48.0,330110,,杭州市公共资源交易中心余杭分中心,,,杭州市余杭区住房和城乡建设局,,A3301100140,,
2476,92e0af15-3f71-48de-a8fc-7f843c4e71fe,祥曲浦-上新眺浦-鹿山渠水系沟通工程-祥曲浦至上新眺浦压力罐、金家桥泵站及出水管、依江路泵站（不含设备）工程,A3301110200300491001001,00:00.0,安徽龙湖建工集团有限公司,91340208664223418A,24887213,杨海,0,无,祥曲浦-上新眺浦-鹿山渠水系沟通工程-祥曲浦至上新眺浦压力罐、金家桥泵站及出水管、依江路泵站（不含设备）工程,38:41.0,330111,,杭州市公共资源交易中心富阳分中心,,,杭州市富阳区建设工程招标投标管理办公室,,A3301110200,,
2477,d22900b5-032d-4d32-9520-cc8f71e096b8,永中街道青山村城中村改造周转房建设工程,A3303040430002225225001,41:34.0,杭州庆泰建设有限公司,91330109MA2CFMHT9W,17770691,叶敏秀,120,合格,永中街道青山村城中村改造周转房建设工程,41:40.0,330303,,温州市行政审批与公共资源交易服务管理中心龙湾分中心,,,温州市龙湾区建设工程招投标监理站,,A3303030430,,
2478,19928d45-15e9-4705-bb3e-9f42a4f17c60,通元镇污水零直排区建设—韩家桥新农村三期、四期雨污水改造工程,A3304240590000753001001,01:13.0,嘉兴市美克斯建设有限公司,91330424789655249Y,1183410,陈佳倩,0,/,通元镇污水零直排区建设—韩家桥新农村三期、四期雨污水改造工程,01:13.0,330424,,海盐县公共服务平台,,,新点电子招投标监督平台,,A3304240590,,
2480,857973b3-2b24-462c-9f31-441b9ec3f54e,余政储出[2022]1号地块建设项目,A3301100140503434001211,00:00.0,浙江宏超建设集团有限公司,9133010679967243XH,270476335,王耀铮,0,无,余政储出[2022]1号地块建设项目,03:33.0,330110,,杭州市公共资源交易中心余杭分中心,,,杭州市余杭区住房和城乡建设局,,A3301100140,,
2481,0f731e83-1d1d-47a4-b488-11b0d442a76b,新昌县城东物业建设工程-幕墙工程,A3205820001001221003001,07:26.0,四川华西建筑装饰工程有限公司,91330700254971536Q,37071850.93,无,365,合格,新昌县城东物业建设工程,07:26.0,330624,,新昌县公共资源交易中心,,,绍兴市新昌县,,A3306240740,,
2482,a9a91547-eddd-4258-97c6-ebbb05e93d13,省级文物保护单位杭州海塘临平段（局部）异地迁移工程新增迁保设计施工总承包,A3301010060400062001271,00:00.0,浙江大陆建筑特种工程有限公司、浙江风土工程设计有限公司,9133000071095989X5,14420918,,0,无,省级文物保护单位杭州海塘临平段（局部）异地迁移工程新增迁保设计施工总承包,13:05.0,330101,,杭州市公共资源交易中心,,,杭州市园林文物局,,A3301010060,,
2483,52d34a23-fa7e-4d1a-8393-a718a7e29e5f,2021嘉秀洲-025号地块（暂命名）监理,A3304010550001986001001,18:05.0,浙江一舟建设管理有限公司,9.13304E+17,2843722,周盛军,0,/,2021嘉秀洲-025号地块（暂命名）监理,18:05.0,330411,,嘉兴市公共服务平台,,,新点电子招投标监督平台,,A3304010550,,
2484,2e6565b3-bec8-4e4c-9f66-5ab555fae13c,义乌国际商贸城二区东停车楼-商业用房装修工程一标段,YW20210819004-S00100000,06:17.0,浙江百厦建设有限公司,91330782683100026F,17271430,毛毳,80,符合国家现行施工验收规范合格标准,义乌国际商贸城二区东停车楼-商业用房装修工程,06:17.0,330782,,义乌市公共资源交易中心,,,义乌市·市本级,,A3307820880,,
2485,70f31e62-8ba8-4f24-bc4e-12048ccfa0e0,义乌市廿三里街道活鱼塘村等3村千亩方永久基本农田集中连片整治项目,YW20220902009-F00100000,13:01.0,浙江振道建设有限公司,91330782568182265P,12869168,赵丽燕,300,国家现行施工验收规范合格标准,义乌市廿三里街道活鱼塘村等3村千亩方永久基本农田集中连片整治项目,13:01.0,330782,,义乌市公共资源交易中心,,,义乌市建设工程招投标中心,,A3307820880,,
2486,1bc214d7-3884-4b83-8c3b-cd2779fe4bc5,农田绿色防控循环集成创新项目工程总承包,A3304210580000797001001,10:54.0,浙江省建设投资集团股份有限公司,91430000796858896G,15494962.8,吴雪艳,0,/,农田绿色防控循环集成创新项目工程总承包,10:54.0,330421,,嘉善县公共服务平台,,,监督部门名称,,A3304210580,,
2487,77458dcc-ece0-41f5-a619-1b3fc78e4972,时代大厦工程项目代建,A3304010550001281001001,43:45.0,浙江浦洋工程管理有限公司,91330402669171880K,2828000,张昌金,0,/,时代大厦工程项目代建,43:45.0,330402,,嘉兴市公共服务平台,,,新点电子招投标监督平台,,A3304010550,,
2488,9318007f-4167-4bb7-bb06-f3b7bd69b886,人防防护设备供货及相关服务Ⅱ标段项目,E3300000001000701125002,00:00.0,杭州钱江人防设备有限公司,91330109731529688P,31447368,孔赞红,30,无,杭州地铁3号线一期工程,30:33.0,330000,,浙江省公共资源交易中心,,,浙江省招标投标管理中心,,A3300000020,,
2489,92a1a400-35c5-45f5-9257-f17f96ea6693,百山祖国家公园景宁科研站项目,A3311011160010986001001,51:45.0,浙江丽水天豪建设有限公司,9.13311E+17,23016447,蓝峰,0,合格,百山祖国家公园景宁科研站项目,51:45.0,331127,,景宁县公共资源交易中心,,,丽水市行政审批服务管理办公室,,A3311271240,,
2490,4b5ad6e5-e009-478a-bb85-61758fe72d1a,西凤漾单元XSS03-02-10D号地块（智创湾）商业综合体建设项目总承包项目,A3305010650000297001001,41:30.0,中国建筑第七工程局有限公司,91410000169954619U,1052157490,陈建国,0,无,西凤漾单元XSS03-02-10D号地块（智创湾）商业综合体建设项目总承包项目,41:06.0,330507,1,湖州经济技术开发区公共资源交易中心,,,湖州市公共资源交易中心,,A3305300710,,
2491,8590dd58-81a4-451d-8b2b-70c85838cc5f,瓶窑镇观山路（紫塍路-凤都路）道路工程,A3301100140300280001001,00:00.0,浙江祥达建设有限公司,91330402665182101W,25120200,夏枫,0,无,瓶窑镇观山路（紫塍路-凤都路）道路工程,58:32.0,330110,,杭州市余杭区公共资源交易中心,,,杭州市余杭区住房和城乡建设局,,A3301100140,,
2492,fb653669-793f-4507-8eb8-6fb746ad2167,施工,A3305220690007462001001,44:47.0,嘉兴宏宸交通工程有限公司,91330481MA2BB8DU0K,5828820,郭平（浙233191900171）,90,合格,申嘉湖高速西延互通接线工程,43:47.0,330522,,长兴县公共资源交易中心,,,长兴县公共资源交易管理办公室,,A3305220690,,
2493,95177797-df34-4e34-96e7-d82254cd68ab,章村中学暑期零星维修,A3305230700001276001001,52:22.0,安吉飞龙建设有限公司,91330523MA2B7JQQ99,286959,李斌,0,合格,章村中学暑期零星维修,52:22.0,330532,,安吉县公共资源交易中心,,,安吉县公共资源交易管理办公室,,A3305230700,,
2494,3db3935d-4f45-4b68-b410-31d5c6bbca8e,（21-0146）婺城区安居工程城中村改造项目（五星田里）配套道路新建工程,A3307020790000058001001,25:03.0,金华天玑建设股份有限公司,9.13307E+17,3985535,钟争妍,90,不低于国家相关验收的合格标准,（21-0146）婺城区安居工程城中村改造项目（五星田里）配套道路新建工程,00:00.0,330702,,婺城区公共资源交易中心,,,金华市婺城区住房和城乡建设局,,A3307020790,,
2495,a75402fd-0fd3-45e4-818d-08183e17d97b,瓯海区排水管网工程（二期）--南片(2022年度)仙岩街道五标段,A3303040440000189001001,17:00.0,浙江永邦建设有限公司,91330304779367614B,26980422,覃海斌,180,符合现行国家有关工程施工验收规范和标准的合格要求,瓯海区排水管网工程（二期）--南片(2022年度)仙岩街道五标段,12:43.0,330304,,温州市行政审批与公共资源交易服务管理中心瓯海分中心,,,温州市瓯海区建设工程招标投标监理中心,,A3303040440,,
2496,0f4380df-5f23-4d0c-bea4-bc7ba57c7e0d,紫金中路（钱湖大道-巢湖路）工程项目施工,A3302010220000244001001,52:01.0,宁波华宇建设有限公司,91330226254361228H,17572356,梁经理,0,符合国家、地方相关技术规范和《技术标准和要求》，达到一次性验收合格（包括由专业部门单独验收的内容，确保一次性验收合格）,紫金中路（钱湖大道-巢湖路）工程项目施工,00:00.0,330201,,宁波市公共资源交易中心,,,其他（非监管中心监管项目）,,A3302010220,,
2497,3df39d54-c24b-47eb-8d6a-74cc265e779f,上城区南星区块复兴南苑等3个小区综合改造提升工程（复兴南苑）老旧住宅小区“微更新”整治项目总承包（EPC）,A3301020070300036001001,00:00.0,浙江钜元建设有限公司、浙江南方建筑设计有限公司,9.133E+17,60746480,阳海军,0,无,上城区南星区块复兴南苑等3个小区综合改造提升工程（复兴南苑）老旧住宅小区“微更新”整治项目总承包（EPC）,57:10.0,330102,,杭州市公共资源交易中心上城分中心,,,杭州市上城区住房和城市建设局,,A3301020070,,
2498,01d579bd-5cfd-429c-860a-e1a2d0282465,庆丰桥维修工程（施工）,E3302010000005656001001,21:43.0,"宁波住宅建设集团股份有限公司,宁波住宅建设集团股份有限公司,浙江顺畅高等级公路养护有限公司",91330200144062059Q,22550373,-,0,按国家施工验收规范一次性验收合格,庆丰桥维修工程（施工）,00:00.0,330201,,宁波市公共资源交易中心,,,市综合行政执法局,,A3302010220,,
2499,273d1692-690a-4539-b975-0d7169e5e3e8,白彭公路（彭南至妙山段）改造工程交通安全设施施工第一标段,A3302820390000155005001,58:12.0,宁波市江北交通工程有限公司,91330205254083870Q,1734826,施建国,60,响应招标文件,白彭公路（彭南至妙山段）改造工程,08:56.0,330282,,慈溪市公共资源交易管理办公室,,,慈溪市公共资源交易管理办公室,,A3302820390,,
2500,53806e56-87a4-4832-872d-42bccb5c51f9,安吉县梅溪镇石龙村林区道路提升工程,A3305230700000699001001,04:12.0,浙江长兴盛大建设有限公司,9.13305E+17,438420,王月,0,合格,安吉县梅溪镇石龙村林区道路提升工程,04:12.0,330525,,安吉县公共资源交易中心,,,安吉县公共资源交易管理办公室,,A3305230700,,
2501,9a52d285-9496-4e0b-8e8b-45db746ea479,"虹桥镇门前河水质提升工程,",A3303820540001049001001,39:10.0,中交上海航道勘察设计研究院有限公司,9.13101E+17,751800,姚尚安,30,1,虹桥镇门前河水质提升工程,38:52.0,330382,,乐清市公共资源交易中心,,,乐清市建设工程招标投标管理站,,A3303820540,,
2502,b475184f-ed54-4f6e-a92c-58482fab0ad3,装修及立面改造工程施工,CXX20191025583757000000,55:11.0,长兴中海建设工程有限公司,9133052255176447X8,6700600,陈春雷,150,合格,长兴县泗安镇实验小学扩建工程,55:11.0,330522,,长兴县公共资源交易中心,,,长兴县公共资源交易管理办公室,,A3305220690,,
2503,6264a3bb-04c4-4073-808f-a47e728bf76c,龙溪街道尹家花苑社区物业管理服务项目,HZ20201208004-100000000,52:51.0,上海景瑞物业管理有限公司,91310109134584902E,3186531.68,无,0,无,龙溪街道尹家花苑社区物业管理服务项目,52:37.0,330507,1,湖州经济技术开发区公共资源交易中心,,,湖州市公共资源交易中心,,A3305300710,,
2504,95c4fe31-13f3-46f4-9167-3289f7f2efeb,"乐清市石帆街道东朴湖村雨污管网改造工程,",A3303820540001528001001,18:15.0,浙江坤达建筑工程有限公司,91330702MA2DFBLM8R,4850562,黄良峰,120,1,乐清市石帆街道东朴湖村雨污管网改造工程,32:26.0,330382,,乐清市公共资源交易中心,,,乐清市建设工程招标投标管理站,,A3303820540,,
2505,495bdbe2-40a1-4f72-9afb-4e44e02640d1,镜湖新区站前配套小学工程施工项目,A3306010720001054001001,15:04.0,浙江省建工集团有限责任公司,9.133E+17,172403736,裘锂锂,700,暂无,镜湖新区站前配套小学工程施工项目,15:04.0,330666,,绍兴市公共资源交易平台,,,绍兴政务服务办公室,,A3306010720,,
2506,e3f0be25-8ff4-44a1-8a20-87939b4a9392,金东区二环东路李渔东路至十八里互通段提升改造工程EPC(设计、施工）总承包项目,A3307030800001510001001,48:30.0,金华市鸿畅公路养护工程有限公司,91330703670268401D,24482640,许春萍,60,合格,金东区二环东路李渔东路至十八里互通段提升改造工程EPC(设计、施工）总承包项目,00:00.0,330702,9,金华市公共资源交易中心金东区分中心,,,金华市金东区交通运输局,,A3307030800,,
2507,bd682603-f676-45dd-a3f0-c7cc8d4b9fce,宁波市轨道交通8号线一期工程洪塘停车场施工监理,A3302010220000729001001,40:00.0,中铁济南工程建设监理有限公司,91370104264329563K,9725000,-,0,-,宁波市轨道交通8号线一期工程洪塘停车场施工监理,00:00.0,330201,,宁波市公共资源交易中心,,,市发展和改革委员会,,A3302010220,,
2508,845071b4-373c-43d8-a91d-a9a0e55b96fe,海门港牛头颈外贸港区老码头修复加固工程EPC总承包(重新招标）,E3310011234000710001001,29:15.0,中交第四航务工程局有限公司,9.14401E+17,15350000,林涌潮,270,合格,海门港牛头颈外贸港区老码头修复加固工程EPC总承包(重新招标）,28:38.0,331001,,台州市公共资源交易中心,,,台州市港航管理局,,A3310011060,,
