,中标公告唯一标识,标段名称,标段编号,中标公告发布时间,中标单位,中标单位代码,中标价,项目负责人,工期,质量承诺,项目名称,中标时间,标段所在行政区域代码,费率或其它类型结果,交易平台名称,投诉情况,回复情况,行政监督机构名称,专家姓名,交易平台标识码
4097,89210,温州生态园仙岩景区入口工程,A3303010410000273001001,2022-05-07 14:21:00.0,温州铭域环境建设有限公司,91330301MA295LTE28,31576315,郝富奇、田榜、杨顺华,330,合格,温州生态园仙岩景区入口工程,2022-05-07 14:16:02.0,330301,,温州市行政审批与公共资源交易服务管理中心,,,-,,A3303010410
4098,1f7dccdb-a9d3-4774-976d-ecc2073b79b3,2021年度富阳区银湖街道受降区块（第一期）污水零直排项目全过程工程咨询项目,A3301110200300650001001,2022-01-12 09:00:00.0,浙江省工程咨询有限公司、杭州天恒投资建设管理有限公司,91330000142910157K,1883820,金倍倍,0,无,2021年度富阳区银湖街道受降区块（第一期）污水零直排项目全过程工程咨询项目,2021-12-31 20:46:49.0,330111,,杭州市公共资源交易中心富阳分中心,,,杭州市富阳区建设工程招标投标管理办公室,,A3301110200
4099,176907,鄞州大道快速路（机场路-鄞横线）工程施工Ⅲ标段,A3302010220000238001003,2021-12-20 09:13:02.0,浙江良和交通建设有限公司,91330225144987078R,580534117,-,0,-,鄞州大道快速路（机场路-鄞横线）工程施工,2021-12-10 23:00:00.0,330201,,宁波市公共资源交易中心,,,市发展和改革委员会,,A3302010220
4101,711953,海天一洲设施零星改造项目,XQC20240001854035329759,2020-12-24 14:51:26.0,宁波昂达园林建设有限公司,91330201595389413Y,2293754,金工,0,按国家及行业施工验收规范一次性验收合格。,海天一洲设施零星改造项目,2020-12-02 14:00:00.0,330232,,杭州湾公共资源交易中心,,,杭州湾新区公共资源交管办,,A3302321320
4102,dfea96fa-8afc-44ec-8659-fcb4fd844bee,2022年农村公路大中修项目（望海街道）,A3304240590002618001001,2022-06-21 11:01:23.0,浙江万瑞建设集团有限公司,91330381692350318A,5907654,宋文彬,0,/,2022年农村公路大中修项目（望海街道）,2022-06-21 11:01:23.0,330424,,海盐县公共服务平台,,,新点电子招投标监督平台,,A3304240590
4103,e6b1f76a-8aad-4072-9c96-587941ddcdfb,淳安县青溪新城经六路至纬七路（二期）及跨（穿）千黄高速衔接工程,A3301270160300078001001,2020-12-22 09:00:00.0,中匠鲁班（杭州）建设有限公司,91330127589888400H,8443227,吴丽英,0,无,淳安县青溪新城经六路至纬七路（二期）及跨（穿）千黄高速衔接工程,2020-12-17 17:31:21.0,330127,,淳安县公共资源交易中心,,,淳安县公共资源招投标管理委员会办公室,,A3301270160
4104,71680,苏庄镇农村生活污水治理设施新建项目-横中、余村、苏庄、溪西(终端自充氧污水处理系统)工程,A3308240950002003001001,2021-09-28 15:57:59.0,浙江超梵环境科技有限公司,91330800MA28F8079J,1751028,蒋肖磊,60,一次性验收合格,苏庄镇农村生活污水治理设施新建项目-横中、余村、苏庄、溪西(终端自充氧污水处理系统)工程,2021-09-28 15:57:32.0,330824,,开化县公共资源市场化配置监督管理办公室,,,开化县监管办,,A3308240950
4105,1da48c8d-ef77-459a-980a-21723b41106f,城北片区雨污管网改造及配套设施建设工程（学府街）,A3308810004580010010000,2022-04-08 16:18:53.0,江山市锦弘园林建设有限公司,91330881060556270M,8239190,徐小琴,0,无,城北片区雨污管网改造及配套设施建设工程（学府街）,2022-04-08 16:18:53.0,330881,,江山市公共资源交易中心,,,衢州市公共资源交易监督管理办公室,,A3308810990
4106,16714,洞头区陆域引供水二期工程——霓屿紫菜园市政工程配套设施建设项目设计（第二次）,330300JSSZ2020061154678,2020-07-13 09:34:40.0,天津城建设计院有限公司,91120000746695865U,620000,李鹏,45,合格,洞头区陆域引供水二期工程——霓屿紫菜园市政工程配套设施建设项目设计（第二次）,2020-07-13 09:34:47.0,330305,,洞头区公共资源交易中心,,,温州市洞头区住房和城乡建设局,,A3303050450
4107,a3c707cd-acaa-4475-9aa4-6339d792f459,平湖市2020年度“四好农村路”--曹桥街道马厩路延伸段工程,A3304820630000304001001,2021-01-13 08:51:15.0,浙江通程建设有限公司,91330411323457881U,5703489,梅刘洪,0,/,平湖市2020年度“四好农村路”--曹桥街道马厩路延伸段工程,2021-01-13 08:51:15.0,330482,,平湖市公共服务平台,,,新点电子招投标监督平台,,A3304820630
4108,e29ba0d4-a220-4f2c-88e5-550286463232,阳光城周边基础设施工程,A3308010019740010010000,2022-12-05 10:36:17.0,浙江禁山环境建设工程有限公司,91330800050135384B,13409988,潘志玲,0,一次性验收合格,阳光城周边基础设施工程,2022-12-05 10:36:17.0,330801,,衢州市公共资源交易中心,,,衢州市公共资源交易监督管理办公室,,A3308010910
4109,11369,仁双公路皂坑隧道新建工程施工监理,A3307270830003015001001,2023-01-04 16:19:00.0,浙江泓兴工程管理有限公司,913307024716219542,2149800,李玮,0,标段工程交工验收的质量评定：合格；标段工程竣工验收的质量评定：90 分及以上,仁双公路皂坑隧道新建工程施工监理,2022-12-22 15:00:00.0,330727,,磐安县公共资源管理委员会办公室,,,磐安县交通运输局,,A3307270830
4110,54d30570-b35d-47e8-9840-45d368a20ac60000000000000000000000000000,施工弃土外运（船运）,Y3300000007000524001001,2021-08-24 00:00:00.0,浙江汪洋建设有限公司,91331022MA2APM4T9W,37794000,/,180,无,(非重点)台州市椒江洪家场浦排涝调蓄工程,2021-08-24 10:57:56.0,330000,,浙江省公共资源交易中心,,,台州市椒江区农业农村和水利局,,A3300000020
4111,D33052120221018085923107,德清县学前教育提升扩容工程（二期）—中南林樾幼儿园（暂名）改建工程设计,A3305210680110469001001,2022-10-18 09:43:25.0,浙江工业大学工程设计集团有限公司,91330000143060676L,370000,陈弘,70,合格,德清县学前教育提升扩容工程（二 期）项目,2022-10-18 00:00:00.0,331001,,德清县公共资源交易中心,,,公共资源交易管理办公室,,A3305210680
4112,b9667ca7-fa4c-49ba-ade7-2541cc77a6ae,义乌国际陆港园区富港大道（西站大道—机场路）工程-交通设施工程（K0+000—K0+775段）,YW20200520005-S00100000,2020-07-01 16:09:10.0,四川中栋建设工程有限公司,91510000089867558H,0,黄国全,90,国家现行施工验收规范合格标准,义乌国际陆港园区富港大道（西站大道—机场路）工程-交通设施工程（K0+000—K0+775段）,2020-07-01 16:09:10.0,330782,11.35%,义乌市公共资源交易中心,,,义乌市·市本级,,A3307820880
4113,24323,鸿业新城花园人才用房装修三期项目,A3307810870000885885127,2021-04-25 14:40:15.0,兰溪越海建设有限公司,91330781MA28Q5U718,2550985,陈维方,50,合格,鸿业新城花园人才用房装修三期项目,2020-12-21 10:00:00.0,330781,,兰溪市公共资源交易中心,,,兰溪市住房与城乡建设局,,A3307810870
4114,f6ebe067-c04e-4970-8db7-d2c11697ea050000000000000000000000000000,施工Ⅱ标段,E3300000007000663007001,2022-10-11 00:00:00.0,中国水利水电第十二工程局有限公司,913300001429139804,487440186,卓玉虎,1460,无,临海市尤汛分洪工程,2022-10-11 08:23:48.0,330000,,浙江省公共资源交易中心,,,浙江省招标投标管理中心,,A3300000020
4115,deaa123e-22f6-4b2d-886e-c4f68a0609260000000000000000000000000000,"雁荡“西门红韵、雁山绿肺”山海风景线建设项目工程总承包(EPC),",A3303820540001422001001,2021-09-17 16:07:21.0,博大环境集团有限公司,91330624704501364U,7818820,,120,1,雁荡“西门红韵、雁山绿肺”山海风景线建设项目工程总承包(EPC),2021-09-17 16:07:07.0,330382,,乐清市公共资源交易中心,,,乐清市建设工程招标投标管理站,,A3303820540
4116,29379,2020年东阳市重要县道公路提升改造工程（三期）工程勘察设计,A3307830890002231231212,2020-10-12 16:25:33.0,金华市交通规划设计院有限公司,91330702471542586Q,623600,肖质江,60,合格,2020年东阳市重要县道公路提升改造工程（三期）工程勘察设计,2020-09-21 11:00:00.0,330783,,东阳市公共资源交易中心,,,东阳市交通局,,A3307830890
4117,578a0fcf-3b51-42fd-8723-e0abfea41418,万禄幼儿园富民路园区新建工程勘察设计,A3304240590000444001001,2020-06-15 15:36:59.0,上海交通大学设计研究总院有限公司,91310118132624720P,900000,陆邵明,0,/,万禄幼儿园富民路园区新建工程勘察设计,2020-06-15 15:36:59.0,330424,,海盐县公共服务平台,,,新点电子招投标监督平台,,A3304240590
4118,1ad26f1a-4444-4b07-8591-013c69c0df2f,富春江镇大洋坪小区综合改造工程,A3301220150300392001001,2021-05-08 09:00:00.0,浙江华尔达建设有限公司,913301096093018079,6108940,李江齐,0,无,富春江镇大洋坪小区综合改造工程,2021-04-21 17:24:13.0,330122,,桐庐县招投标服务中心,,,桐庐县住房和城乡建设局,,A3301220150
4119,f04b0efa-b5fd-4673-aa6a-2ef63aca17490000000000000000000000000000,1,Y3300000007000106002001,2021-07-21 00:00:00.0,浙江中诚工程管理科技有限公司,91330106754400668X,7034867,陈朝阳,1370,无,(非重点)330国道青田温溪至船寮段改建工程,2021-07-21 14:54:51.0,330000,,浙江省公共资源交易中心,,,丽水市交通运输局,,A3300000020
4120,1658993167471000,章水镇中心老年乐园新建工程(施工),A3302030230000714001001,2022-08-04 00:00:00.0,浙江万华建设有限公司,91330212704853116D,21204739,邵宁,0,按国家施工验收规范一次性验收合格,章水镇中心老年乐园新建工程(施工),2022-07-29 09:47:51.0,330203,,海曙区公共资源交易平台,,,宁波市海曙区公共资源交易管理办公室,,A3302030230
4121,62c4c7af-822c-43f1-8abb-a34d5006cd88,庄港路（坛珑路—凤桐路）,A3304210580000360001001,2021-03-16 15:06:26.0,浙江卡森建设有限公司,91330481146766228X,14081883,谢铭,0,/,庄港路（坛珑路—凤桐路）,2021-03-16 15:06:26.0,330421,,嘉善县公共服务平台,,,新点电子招投标监督平台,,A3304210580
4122,30a72808-0f20-4cb9-a255-62513dcca4d40000000000000000000000000000,泰顺县MZ-02-13地块土石方工程,A3303290500000733001001,2022-06-01 10:01:16.0,杭州飞冠建设工程有限公司,91330100MA2CFNJT48,4443314,徐敏,120,1,泰顺县MZ-02-13地块土石方工程,2022-06-01 10:01:13.0,330329,,泰顺县招投标中心,,,泰顺县住房和城乡建设局,,A3303290500
4123,26fd293e-3091-4e33-8ac6-cb2e50262fa30000000000000000000000000000,苍南县钱库镇金鑫路连接线（钱库大道至文鑫路）工程,A3303270480001578001001,2022-04-13 16:53:34.0,中齐建设工程有限公司,91510000746404554B,6902052,蒋超,90,1,苍南县钱库镇金鑫路连接线（钱库大道至文鑫路）工程,2022-04-13 16:51:06.0,330327,,苍南县公共资源交易中心,,,苍南县住房与城乡规划建设局;,,A3303270480
4124,0bf85aec-e195-4c3a-ba09-e51953173a3b,衢州一中五号学生公寓新建项目,A3308010013500010010000,2021-06-17 09:48:56.0,衢州市政园林股份有限公司,91330800609808544L,18027488,郭平尧,0,符合现行工程施工质量验收规范和标准及施工图纸要求，一次性验收合格。安全文明标化：江山市文明标化,衢州一中五号学生公寓新建项目,2021-06-17 09:48:56.0,330801,,衢州市公共资源交易中心,,,衢州市公共资源交易监督管理办公室,,A3308010910
4125,18f68a59-29b3-4dce-9525-7006ec5863f3,平湖经济技术开发区机电制造新建工程,A3304820630000718001001,2022-09-27 15:36:19.0,浙江广通环境建设有限公司,91330621793384939R,91216356,沈银霞,0,/,平湖经济技术开发区机电制造新建工程,2022-09-27 15:36:19.0,330482,,平湖市公共服务平台,,,平湖市建设局,,A3304820630
4126,e543c604-d1da-45f5-aa8b-192acadf474b,绍兴市上虞区2020年曹娥街道高标准农田建设项目I标（朱山头村、漳汀村）,A3306820700002800001001,2020-10-12 00:00:00.0,金华市起航建设股份有限公司,91330703MA28DWT43P,6439460,郑春增,0,合格,绍兴市上虞区2020年曹娥街道高标准农田建设项目I标（朱山头村、漳汀村）,2020-09-18 09:57:27.0,330682,,绍兴市上虞区公共资源交易中心,,,绍兴市上虞区便民服务中心(招标投标监督办公室),,A3306040760
4127,1daf7cf0-1ec1-4de3-8bb4-b3340ea20f2b,义乌市稠城街道宾王未来社区建设项目方案设计及初步设计,YW20220617001-D00100000,2022-09-08 14:35:25.0,浙江省建科建筑设计院有限公司,91330000143102565D,7500000,冯佳星,0,无,义乌市稠城街道宾王未来社区建设项目方案设计及初步设计,2022-09-08 14:35:25.0,330782,,义乌市公共资源交易中心,,,义乌市·市本级,,A3307820880
4128,24505,兰溪市云山街道陈家井—大屋基通村公路基础项目一期工程,A3307810870001004004281,2021-07-14 13:45:14.0,浙江展达建设有限公司,91330781MA28PEBQ5L,1967414,张阳,60,合格,兰溪市云山街道陈家井—大屋基通村公路基础项目一期工程,2021-06-04 16:00:00.0,330781,,兰溪市公共资源交易中心,,,兰溪市住房与城乡建设局,,A3307810870
4129,90c54a35-045f-4b0e-a99d-408182bbf2e7,新社区集聚城西街道香溪A2地块幕墙工程,YW20191226004-S00100000,2020-07-08 14:39:03.0,杭州东升铝幕墙装璜有限公司,91330104143291773K,42903568,杨伟锋,290,国家现行施工验收规范合格标准,新社区集聚城西街道香溪A2地块幕墙工程,2020-07-08 14:39:03.0,330782,,义乌市公共资源交易中心,,,义乌市·市本级,,A3307820880
4130,420faa3e-be41-40fa-b1c2-796574c2623b,江东街道2020年大元等村高标准农田建设工程,YW20200722006-F00100000,2020-08-20 09:08:13.0,浙江柏景园林建设有限公司,91331122148600045R,0,刘向梅,180,合格,江东街道2020年大元等村高标准农田建设工程,2020-08-20 09:08:13.0,330782,10.25%,义乌市公共资源交易中心,,,义乌市·市本级,,A3307820880
4131,34c507c2-72a2-4966-b9f7-694f1cb581f80000000000000000000000000000,湖州南浔城投环保投资控股有限公司下属各污水厂2020-2021年药剂（危险品）采购项目,HZ20200929008-100000000,2020-10-28 14:02:09.0,湖州昇腾环保科技有限公司,91330503355469764Q,3001900,无,0,无,湖州南浔城投环保投资控股有限公司下属各污水厂2020-2021年药剂（危险品）采购项目,2020-10-28 14:02:01.0,330503,1,湖州市南浔区公共资源交易中心,,,湖州市公共资源交易中心,,A3305030670
4132,7a53b65f-15f7-48ac-9bc3-faf482d8103e0000000000000000000000000000,第ZM01标段,E3300000007000148018001,2022-01-20 00:00:00.0,浙江永通科技发展有限公司,913311001488671294,21889525,江  巍,182,无,沪杭甬高速公路杭州市区段改建工程（乔司收费站至钱塘江新建大桥段）,2022-01-20 15:53:25.0,330000,,浙江省公共资源交易中心,,,浙江省招标投标管理中心,,A3300000020
4133,40782,瓯海区排水管网工程（二期）——中心片（2022年度）潘桥三标（第2次）,A3303040440000250001001,2022-10-11 17:44:00.0,浙江兆博建设有限公司,913303047580932479,46281853,蒋安明,300,合格,瓯海区排水管网工程（二期）——中心片（2022年度）潘桥三标（第2次）,2022-10-11 17:38:40.0,330304,,温州市行政审批与公共资源交易服务管理中心瓯海分中心,,,温州市瓯海区建设工程招标投标监理中心,,A3303040440
4134,9457b9b8-6772-410e-93ed-729ed18452c7,海盐县“十四五”城市道路提升工程三期勘察设计,A3304240590001322001001,2020-12-29 09:51:27.0,浙江大学建筑设计研究院有限公司,913301001430316808,0,吴朴,0,/,海盐县“十四五”城市道路提升工程三期勘察设计,2020-12-29 09:51:27.0,330424,68.5%,海盐县公共服务平台,,,新点电子招投标监督平台,,A3304240590
4135,22684,中立厂房改造提升工程I标段EPC项目,330300JSFJ2020031944678,2020-05-27 08:42:23.0,浙江鸿创建设有限公司,913303037176083395,15171501,余星熠,65,合格,中立厂房改造提升工程I标段EPC项目,2020-05-27 08:42:51.0,330304,,温州市行政审批与公共资源交易服务管理中心瓯海分中心,,,温州市瓯海区建设工程招标投标监理中心,,A3303040440
4136,2da66582-fb19-4ec0-a51a-1a676398cbca0000000000000000000000000000,弱电施工监理（含集成管理服务）,E3300000007000173062001,2020-12-04 00:00:00.0,铁四院（湖北）工程监理咨询有限公司,91420000706806559Q,6995500,贺万勇,1308,无,杭州机场轨道快线,2020-12-04 15:10:29.0,330000,,浙江省公共资源交易中心,,,浙江省招标投标管理中心,,A3300000020
4137,9698e3dd-79c6-4222-ba24-34a2dfad0aaa,义乌市世纪联华超市有限公司望道路店改建装修工程,YW20220411001-S00100000,2022-04-26 09:02:09.0,杭州金顺建设有限公司,91330106143251894C,10851824,吕建表,85,符合国家现行施工验收规范合格标准,义乌市世纪联华超市有限公司望道路店改建装修工程,2022-04-26 09:02:09.0,330782,,义乌市公共资源交易中心,,,义乌市·市本级,,A3307820880
4138,fc36823d-25c2-49ed-a00f-d2461fd40a82,望海街道智慧新型显示城二期项目,A3304240590000472001001,2020-04-15 09:50:58.0,浙江海安建设有限公司,91330424731515147M,73102107,张克,0,/,望海街道智慧新型显示城二期项目,2020-04-15 09:50:58.0,330424,,海盐县公共服务平台,,,新点电子招投标监督平台,,A3304240590
4139,22b7dd3f-6f16-48c5-91f8-f4c820f0b925,萧政储出[2021]12号地块项目设计,A3301090130300472001001,2022-01-11 09:00:00.0,浙江省建筑设计研究院、晋思建筑设计事务所（上海）有限公司,9133000047003271X8,30972797,,0,无,萧政储出[2021]12号地块项目设计,2021-12-22 18:37:06.0,330109,,杭州市公共资源交易中心萧山分中心,,,杭州市萧山区建设工程招标投标管理办公室,,A3301090130
4140,22d1a2ad-8db7-481c-af08-8fcd02e4081e,盐官镇丰兴路东侧、丰凌路南侧公寓房（暂定名）项目及海宁市盐官镇中心幼儿园改扩建项目施工监理,A3304810620000355001001,2020-10-13 17:12:54.0,浙江海辰建设管理有限公司,91330481704433699R,1941740,陈建清,0,/,盐官镇丰兴路东侧、丰凌路南侧公寓房（暂定名）项目及海宁市盐官镇中心幼儿园改扩建项目,2020-10-22 15:15:49.0,330481,,海宁市公共服务平台,,,新点电子招投标监督平台,,A3304810620
4141,0e857da5-8e48-485e-a3c4-b708caf8f428,,A3310811140001024001001,2020-06-30 15:25:27.0,台州银鸿建设有限公司,913310816938918884,3971129,,0,,,2020-06-30 15:25:27.0,331000,0.00,温岭市公共资源交易中心,,,,,A3310811140
4142,d5b1520b-8b31-44c8-9d4a-6285662df0fb,钱江苑二期三号支路工程,A3301010060301625001001,2021-09-07 09:00:00.0,淳安华晨建设有限公司,913301273419293522,7060519,华凯,0,无,钱江苑二期三号支路工程,2021-09-02 17:02:36.0,330101,,杭州市公共资源交易中心,,,杭州市建设工程招标造价服务中心,,A3301010060
4143,f5e744c6-a968-49da-b652-223be481ba35,青田县腊口镇区零直排工程（ 一期） 项目000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,A3311011160006174001001,2021-12-09 11:49:26.0,诚邦生态环境股份有限公司,91330000142936533N,42184592,严锐,150,1,青田县腊口镇区零直排工程（ 一期） 项目,2021-12-09 11:49:26.0,331121,,青田县公共资源交易中心,,,丽水市行政审批服务管理办公室,,A3311211180
4144,0b652f1e-7a52-4233-9020-43fdcebfec05,戴村镇锦绣路东伸项目,A3301090130300439001001,2021-12-17 09:00:00.0,万源生态股份有限公司,91331000712548138M,53472564,马驰,0,无,戴村镇锦绣路东伸项目,2021-11-18 16:24:21.0,330109,,杭州市公共资源交易中心萧山分中心,,,杭州市萧山区建设工程招标投标管理办公室,,A3301090130
4145,e91166c3-030d-449a-99d9-047dfade27c9,书圣故里南入口整体改造提升项目方案设计、初步设计、施工图设计项目,A3306010720001252001001,2022-02-18 16:23:57.0,上海建筑设计研究院有限公司,913101066315603621,4958240,刘江黎,0,暂无,书圣故里南入口整体改造提升项目方案设计、初步设计、施工图设计项目,2022-02-18 16:23:57.0,330665,,绍兴市公共资源交易平台,,,绍兴政务服务办公室,,A3306010720
4146,1638839012868006,宁波生物产业园生物医药研发公共服务平台项目,B33022603000004770010-1,2021-12-13 00:00:00.0,宁波和昌市政园林建设有限公司,913302265705006487,4423600,王道台 建筑工程二级建造师,0,符合现行国家有关工程施工质量验收规范和标准要求，验收合格,宁波生物产业园生物医药研发公共服务平台项目,2021-12-07 09:09:18.0,330226,,宁海县公共资源交易中心,,,宁海县公共资源交易管理办公室,,A3302260300
4147,a35861da-0562-45a2-af0d-9b00f65dc0980000000000000000000000000000,吴兴区东林镇泉益村（农民）新村建设工程,HZ20200714005-100000000,2020-08-25 10:29:40.0,浙江新城建设有限公司,913305237044727787,21644009,无,0,无,吴兴区东林镇泉益村（农民）新村建设工程,2020-08-25 10:29:11.0,330502,1,湖州市吴兴区公共资源交易中心,,,湖州市公共资源交易中心,,A3305020660
4148,c4fafe54-f766-4181-9248-e318bc6fb4f1,杭州大会展中心一期电梯（自动扶梯）设备及安装,A3301090130501448001291,2022-06-22 00:00:00.0,舟山市南炜通力电梯工程有限公司,9133090359853687XQ,20000000,,0,无,杭州大会展中心一期电梯（自动扶梯）设备及安装,2022-06-02 19:10:56.0,330109,,杭州市公共资源交易中心萧山分中心,,,杭州市萧山区建设工程招标投标管理办公室,,A3301090130
4149,ea8974d9-b7b7-4b32-b17b-74b9d5dfa3b4,安吉县杭垓镇松坑村村庄整治提升工程,A3305230700001257001001,2021-07-16 14:29:54.0,安吉至诚建设有限公司,91330523MA28CEXG2R,463288,程寅虎,0,合格,安吉县杭垓镇松坑村村庄整治提升工程,2021-07-16 14:29:54.0,330529,,安吉县公共资源交易中心,,,安吉县公共资源交易管理办公室,,A3305230700
4150,49895,（21-0010）古渡公园设计施工一体化项目,A3307020790002009009106,2021-02-20 13:40:24.0,金华市园林绿化有限公司,91330700712574811P,81935829.6,陈英俊,300,不低于国家相关验收的合格标准，确保钱江杯；符合现行国家相关规定标准,（21-0010）古渡公园设计施工一体化项目,2021-02-05 16:00:00.0,330702,,婺城区公共资源交易中心,,,金华市婺城区住房和城乡建设局,,A3307020790
4151,26503,瓯海区泽雅镇中心卫生院康复大楼建设工程装修项目,A3303040440002740740001,2021-04-19 15:45:31.0,一中建设集团有限公司,913303045693623995,3472705,林楠,110,合格,瓯海区泽雅镇中心卫生院康复大楼建设工程装修项目,2021-04-19 15:45:45.0,330304,,温州市行政审批与公共资源交易服务管理中心瓯海分中心,,,温州市瓯海区建设工程招标投标监理中心,,A3303040440
4152,49824,白云街道望江排水管网提升改造工程,A3307830890000240001001,2021-11-17 08:56:33.0,浙江厦美建设有限公司,91330783795580335Y,7373760,叶国金,90,合格,白云街道望江排水管网提升改造工程,2021-11-08 19:00:00.0,330783,,东阳市公共资源交易中心,,,东阳市住房和城乡建设局,,A3307830890
4153,ed70fbaf-45f6-407f-bf73-d7592afb8cd7,瑞安下埠水闸提升完善工程土建及金属结构标（第二次）,A3303010410000403001001,2022-12-03 12:09:52.0,浙江富江建设集团有限公司,91330304723622719M,5125165,,0,无,瑞安下埠水闸提升完善工程土建及金属结构标（第二次）,2022-12-03 12:09:52.0,330301,1,温州市公共资源交易平台,,,浙江省·温州市·市辖区,,A3303010410
4154,20221025160917606-20221018114050780,温岭市文化桥菜市场改造提升工程,A3310811140001577001001,2022-10-25 16:24:49.0,台州威锋建设有限公司,91513225MA66WDFD5G,8452645,潘姜平,0,符合现行国家有关工程施工验收规范和标准的合格要求,温岭市文化桥菜市场改造提升工程,2022-10-25 16:24:49.0,331000,0.0000,温岭市公共资源交易中心,,,温岭市公管委,,A3310811140
4155,e07d2731-be05-4048-a7c4-7cc9996f1be0,桑园地村蚕桑文化中心建设项目,A3301060110502416001211,2022-08-11 09:00:00.0,杭州高度装饰工程有限公司,91330110088877324P,15359226,李家锋,0,无,桑园地村蚕桑文化中心建设项目,2022-08-03 17:11:38.0,330106,,杭州市公共资源交易中心西湖分中心,,,杭州市西湖区住房和城乡建设局,,A3301060110
4156,5d3a3bde-7f3b-41c0-84f6-3d87b1d3a1eb,杭金衢高速柯桥西出入口景观提升改造工程二标,A3306030730001108001001,2022-04-22 16:35:57.0,浙江奕盛建设有限公司,91330602MA2BGC4308,8418108,吴世科,40,合格,杭金衢高速柯桥西出入口景观提升改造工程二标,2022-04-21 09:30:00.0,330603,下浮率,绍兴市柯桥区公共资源交易中心,,,绍兴市柯桥区公共资源交易管理委员会办公室,,A3306030730
4157,6d912977-68fe-4744-946e-96d953774391,嘉兴市南湖城市建设投资集团有限公司城东教育用房方案设计、初步设计,A3304010550001017001001,2020-09-16 11:11:01.0,浙江宏正建筑设计有限公司,913304027319904583,0,杨爽,0,/,嘉兴市南湖城市建设投资集团有限公司城东教育用房方案设计、初步设计,2020-09-16 11:11:01.0,330402,0.76%,嘉兴市公共服务平台,,,新点电子招投标监督平台,,A3304010550
4158,f51d93fc-3f48-4399-9c1a-90a3f910d319,规划省道S214、S215义乌江东至赤岸段公路工程第4标段施工,YW20191206004-S00100000,2020-06-30 08:21:23.0,宏远建设有限公司,913310811482925723,74917668,无,0,无,规划省道S214、S215义乌江东至赤岸段公路工程第4标段施工,2020-06-30 08:21:23.0,330782,,义乌市公共资源交易中心,,,义乌市·市本级,,A3307820880
4159,b3c6d634-8cd4-4c06-85e9-afa308e16254,2022年城市供水管网新建工程-丽水路(三里洋路-康桥路)DN600、DN300给水管道工程,A3301010060503797001221,2022-11-23 09:00:00.0,杭州市路桥集团股份有限公司,913301001430777692,2628500,汪天福,0,无,2022年城市供水管网新建工程-丽水路(三里洋路-康桥路)DN600、DN300给水管道工程,2022-11-04 17:06:28.0,330101,,杭州市公共资源交易中心,,,杭州市建设工程招标造价服务中心,,A3301010060
4160,D33100320200914165101375,2020年黄岩区公路养护工程（三期）,G3310011234001037001001,2020-09-16 10:50:50.0,台州市黄岩公路工程有限公司,91331003723649444Q,2475256,丁建斌,365,合格,2020年黄岩区公路养护工程（三期）,2020-09-03 16:33:39.0,331001,,台州市公共资源交易中心,,,台州市公路管理局,,A3310011060
4162,ec660ea0-8e5a-4292-91a4-f20336ac61f2,2022年温州市瑞安市G104京岚线、G322瑞友线桥梁维修加固工程,A3303810530001320_01000,2022-06-29 14:39:32.0,浙江交工路桥建设有限公司,913300007793868586,9468616,朱霖杰,365,合格,2022年温州市瑞安市G104京岚线、G322瑞友线桥梁维修加固工程,2022-06-29 14:39:32.0,330381,,瑞安市公共资源交易中心,,,瑞安市公共资源交易中心,,A3303810530
4163,30550,开化县桐村镇门村美丽乡村建设工程,20210526014701无00000000,2021-06-15 16:38:43.0,开化县优允电力工程有限公司,91330824MA29T1YE06,1114799.29,胡建文,120,一次性验收合格,开化县桐村镇门村美丽乡村建设工程,2021-06-15 16:38:23.0,330824,,开化县公共资源市场化配置监督管理办公室,,,县监管办,,A3308240950
